(' hours on the phone yesterday really still doesn t pick up status on us air flight ', 'negative'),
(' mrshe s on her way nowbut thought id detail the extravaganza for you #dobetter #please', 'negative'),
(' trying to book flight w miles was on hold for m before i gave up need to get on same flight using two diff # and pay tix', 'negative'),
(' been calling different offices already and still no sign of my baggage first time on american air ', 'negative'),
(' just saying the truth you don t even an email # ', 'negative'),
(' flight ua from sfo to burbank has been delayed twice now still no plane in sight get it together ', 'negative'),
(' yes just sayin that was a particularly poorly handled situation ', 'negative'),
(' how do you log out of wifi in flight don t see any option and made typo when logging in help ', 'negative'),
(' from sfo to hnl with zero entertainment systems #youareonyourown', 'negative'),
(' that s the tweet u choose to answerto tell me you re not liable #youretheworst #neveragain ', 'negative'),
(' got off the phone wrep now flight has disappeared locator irrlcd she said i was rescheduled help please ', 'negative'),
(' i had to pay extra cos that flight was no longer available just because it wouldn t accept my us card for a way into nyc ', 'negative'),
(' i have been denied not sure how you charge one way then on way hime', 'negative'),
(' even sochange could not be made onlineinstructed to call an agentmaybe the syastem should allow agents link passengers ', 'negative'),
(' no i did not make connection your stellar employee vicky thomas refused to board me even though empty seats on plane', 'negative'),
(' i can t no one can t get to hold you can t get past the automated reply it hangs up on you ', 'negative'),
(' of course that was the start of my trip wks ago its gone further downhill on my return ', 'negative'),
(' no u don t', 'negative'),
(' how much longer will it take it a guitarnot a royal commission ', 'negative'),
(' trying to get home is beyond complicated it s should not be this hard students are split up and we will not fly aa ever again', 'negative'),
(' contacted yesterday and was told that there s nothing they can do they suggested i email for some compensation cust service ', 'negative'),
(' flight jfk las first the catering was late flightthe no push back crewhrs delay ', 'negative'),
(' is your website down i haven t been able to check in to my flight all morning ', 'negative'),
(' i was abused threatened and forced to travel in a lower cabine last seat in yesterday s flight from houston to sao paulo ', 'negative'),
(' @perfectomobile huh i have sent crash reports in feb alone in one day only app i have that consistently crashes ', 'negative'),
(' surebut different texts changing timegate especially locations across the entire concourse that just seemed a little off ', 'negative'),
(' of the airplane otherwise they would call the policebecause the flight had to take off before ham ', 'negative'),
(' i ve now been in france two days without changing clothes and nothing to keep me warm so please locate my bag and send it to ', 'negative'),
(' me because it might not be so urgent for you but it really is for me ', 'negative'),
(' to late flight nowbut in future flightstrain staff better to handle emergency situationsand ground staff in customer service ', 'negative'),
(' i don t want to waste any more of my time on your airline you ve already robbed hours of my day but i definitely will ', 'negative'),
(' my boyfriend was supposed to be home saturday but his flight from dc was cancelled flightled yet again please get him home ', 'negative'),
(' why am i sitting on this plane for an hour after scheduled takeoff without a cloud in the sky #keepusguessing #isthisyourfirsttry', 'negative'),
(' i tried thatthey have been disrespectful not professionalmyflight been cancelled flighted i have to get home for a surgeryhelp', 'negative'),
(' answer the phones trying to change a reservation and haven t been able to get a human to pick up in two days ', 'negative'),
(' toyou i have to follow you and i m not doing that plus they re no more options that s why i had to fly with you ', 'negative'),
(' your airbus a seats are awful they don t recline ', 'negative'),
(' now because you couldn t add my ktnwhich i asked for numerous times and no one answers the phonei missed my flight #upset ', 'negative'),
(' case id ', 'negative'),
(' flight us from ric dfw was cancelled flightled yesterdayi was on hold wcust service from pm est hoursno answer ', 'negative'),
(' lax m make it happen please else on a cruise with no luggage tomorrow', 'negative'),
(' another fcking delay in the past hours ', 'negative'),
(' i work in customer supportextremely saddened united won t waive change fee for flights i had to cancelled flight due to east coast storms ', 'negative'),
(' still waiting our bags web still can t tell me its location how come @ups @fedex can tell u at any given minute where it is ', 'negative'),
(' @emeyerson @ggreenwald don t wait on a bag go to walmart and get what you need for tomorrow morning ', 'negative'),
